"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-02-27","8.28","0.00","0.0","20",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-02-28","8.72","0.00","0.0","21",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-01","6.04","0.17","1.9","23","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-02","14.32","0.01","0.2","30","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-03","10.07","0.26","1.6","26","    1",,,"    1",,"    1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-04","11.41","0.02","0.0","36","    1",,,,,"    1",,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-05","11.86","0.00","0.0","33",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-06","10.51","0.00","0.0","18",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-07","10.74","0.00","0.0","25",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-08","8.50","0.00","0.0","33",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-09","10.07","0.00","0.0","37",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-10","6.71","0.06","0.0","39","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-11","11.63","0.01","0.0","46","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-12","17.00","0.00","0.0","39",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-13","10.51","0.00","0.0","30",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-14","8.05","0.80","0.0","34","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-15","13.87","0.27","2.9","36","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-16","8.72","0.00","0.0","33",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-17","14.32","0.14","0.0","39","    1",,,"    1",,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-18","21.70","0.00","0.0","27",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-19","15.66","0.00","0.0","25",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-20","3.58","0.05","0.5","27","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-21","6.49","0.09","1.2","30","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-22","17.90","0.00","0.0","32",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-23","15.21","0.00","0.0","24",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-24","7.61","0.00","0.0","27",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-25","8.95","0.04","0.0","35",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-26","8.72","0.80","0.0","44","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-27","5.37","0.21","0.0","42","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-28","12.53","0.12","0.3","36","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-29","9.40","0.00","0.0","33",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-30","12.97","0.00","0.0","36",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-03-31","12.30","0.00","0.0","42",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-01","10.07","0.00","0.0","39",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-02","12.75","0.00","0.0","43",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-03","12.08","0.03","0.0","54","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-04","16.33","0.39","0.0","47","    1","    1","    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-05","14.99","0.00","0.0","39",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-06","8.72","0.00","0.0","39",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-07","8.05","0.03","0.0","39","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-08","16.78","0.26","0.0","37","    1",,,"    1","    1",,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-09","16.55","0.09","0.0","35","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-10","8.05","0.09","0.0","40","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-11","17.00","0.00","0.0","53",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-12","8.95","0.00","0.0","51",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-13","12.30","0.00","0.0","56",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-14","10.96","0.01","0.0","59",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-15","11.63","0.00","0.0","59",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-16","10.07","0.00","0.0","51",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-17","13.20","0.06","0.0","54",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-18","8.72","0.00","0.0","54",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-19","11.41","0.00","0.0","46",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-20","13.87","0.61","0.0","43","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-21","9.62","0.54","0.0","56","    1","    1","    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-22","14.76","0.00","0.0","56",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-23","15.88","0.00","0.0","47",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-24","15.43","0.00","0.0","43",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-25","10.51","0.00","0.0","45",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-26","6.49","0.00","0.0","47",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-27","11.41","0.10","0.0","51","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-28","14.32","0.07","0.0","49","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-29","8.72","0.00","0.0","52",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-04-30","8.95","0.00","0.0","50",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-01","7.83","0.00","0.0","45",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-02","6.93","0.00","0.0","43",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-03","8.50","0.00","0.0","53",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-04","13.20","0.00","0.0","63",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-05","9.62","0.02","0.0","66",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-06","9.40","0.00","0.0","61",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-07","10.51","0.00","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-08","11.63","0.00","0.0","60",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-09","7.61","0.00","0.0","51","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-10","13.42","0.00","0.0","71",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-11","9.62","0.00","0.0","68","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-12","9.17","0.02","0.0","57","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-13","14.32","0.00","0.0","64",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-14","9.40","0.00","0.0","58",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-15","6.49","0.00","0.0","59",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-16","7.83","0.00","0.0","61",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-17","7.83","0.00","0.0","61","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-18","10.29","0.00","0.0","53","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-19","9.84","0.27","0.0","56","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-20","13.87","0.00","0.0","61",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-21","9.62","0.00","0.0","57",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-22","12.97","0.00","0.0","62",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-23","13.20","0.00","0.0","56",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-24","15.66","0.00","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-25","10.74","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-26","16.33","0.00","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-27","16.11","0.00","0.0","74",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-28","13.20","0.00","0.0","74",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-29","8.05","0.00","0.0","67","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-30","14.54","0.00","0.0","69",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-05-31","13.87","0.91","0.0","67","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-01","13.65","0.38","0.0","48","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-02","11.18","0.74","0.0","47","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-03","6.93","0.00","0.0","50",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-04","6.26","0.00","0.0","52",,,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-05","7.61","0.00","0.0","54",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-06","6.93","0.09","0.0","58","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-07","10.74","0.00","0.0","59",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-08","16.55","0.00","0.0","63",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-09","13.20","0.00","0.0","69",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-10","10.96","0.00","0.0","71",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-11","13.65","0.00","0.0","75",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-12","8.95","0.00","0.0","74",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-13","8.50","0.00","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-14","9.62","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-15","9.17","0.40","0.0","58","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-16","4.70","0.00","0.0","59","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-17","9.84","0.00","0.0","66",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-18","10.29","0.00","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-19","9.62","0.00","0.0","69",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-20","9.17","0.04","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-21","6.04","1.72","0.0","66","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-22","5.82","0.00","0.0","66","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-23","11.41","0.01","0.0","72",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-24","11.18","0.00","0.0","76",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-25","7.16","0.00","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-26","8.50","0.00","0.0","68",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-27","7.16","0.20","0.0","63","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-28","17.90","1.43","0.0","59","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-29","6.93","0.00","0.0","60","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-06-30","6.93","0.00","0.0","68",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-01","11.18","0.54","0.0","69","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-02","9.17","0.00","0.0","72",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-03","8.50","0.00","0.0","71",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-04","4.47","0.00","0.0","67",,,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-05","8.05","0.00","0.0","71",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-06","7.16","0.00","0.0","75",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-07","10.51","0.02","0.0","74",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-08","11.18","0.00","0.0","79","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-09","8.05","0.15","0.0","69","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-10","7.61","1.12","0.0","67","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-11","8.50","0.00","0.0","75",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-12","8.95","0.00","0.0","80",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-13","6.49","0.00","0.0","75",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-14","8.05","0.03","0.0","71","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-15","7.38","0.00","0.0","74","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-16","11.18","0.00","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-17","9.17","0.00","0.0","67",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-18","10.96","0.14","0.0","70","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-19","9.40","0.00","0.0","78",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-20","9.17","0.00","0.0","83",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-21","6.49","0.00","0.0","78",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-22","11.63","0.00","0.0","76",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-23","7.38","0.00","0.0","74",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2015-07-24","8.72","0.01","0.0","72",,,,,,,,
