"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-12","13.87","0.00","0.0","37",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-13","25.05","1.15","14.5","33","    1","    1",,,,,,"    1"
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-14","18.12","0.03","0.3","33","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-15","17.67","0.01","0.1","36","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-16","17.67","0.00","0.0","35",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-17","18.34","0.00","0.0","31",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-18","14.09","0.00","0.0","23",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-19","14.32","0.00","0.0","28",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-20","8.72","0.00","0.0","31",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-21","19.69","0.00","0.0","34",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-22","13.42","0.09","1.3","36","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-23","9.62","0.00","0.0","38",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-24","8.95","0.01","0.0","40","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-25","14.32","0.07","0.1","36","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-26","11.86","0.00","0.0","35",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-27","8.50","0.00","0.0","35",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-28","5.82","0.01","0.0","41",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-29","5.37","0.01","0.0","43","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-30","11.86","0.08","0.0","52","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-03-31","14.32","0.00","0.0","47",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-01","17.90","0.00","0.0","48",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-02","5.82","0.11","0.7","37","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-03","10.07","0.47","0.0","38","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-04","12.97","0.20","0.0","44","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-05","21.70","0.00","0.0","38",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-06","10.96","0.21","0.6","34","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-07","12.08","0.01","0.0","41",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-08","13.42","0.00","0.0","37",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-09","11.63","0.00","0.0","37",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-10","3.58","0.00","0.0","38",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-11","10.96","0.00","0.0","37","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-12","11.63","0.06","0.0","43",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-13","9.40","0.00","0.0","55",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-14","13.20","0.00","0.0","47",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-15","22.37","0.04","0.0","36","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-16","19.69","1.57","0.0","40","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-17","15.43","0.00","0.0","47",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-18","14.54","0.00","0.0","44",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-19","8.28","0.23","0.0","42","    1",,,"    1",,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-20","16.11","0.00","0.0","44",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-21","11.41","0.00","0.0","47",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-22","8.95","0.00","0.0","51",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-23","10.51","0.00","0.0","50",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-24","12.30","0.00","0.0","54",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-25","9.17","0.72","0.0","50","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-26","11.63","0.21","0.0","57","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-27","7.61","0.54","0.0","52","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-28","7.83","0.00","0.0","53","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-29","10.29","0.05","0.0","55",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-04-30","6.71","0.20","0.0","45","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-01","8.05","0.00","0.0","51",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-02","13.65","0.00","0.0","71",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-03","9.62","0.09","0.0","74","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-04","12.08","0.00","0.0","69","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-05","14.54","0.00","0.0","69",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-06","7.38","0.19","0.0","62","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-07","8.95","0.00","0.0","53","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-08","8.05","0.00","0.0","50","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-09","8.95","0.00","0.0","55","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-10","9.84","0.00","0.0","52","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-11","9.62","0.00","0.0","63",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-12","7.61","0.21","0.0","51","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-13","8.72","0.00","0.0","50","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-14","8.72","0.00","0.0","56",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-15","10.51","1.00","0.0","66","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-16","9.40","0.00","0.0","56",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-17","5.14","0.00","0.0","58",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-18","14.32","0.00","0.0","58",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-19","8.05","0.20","0.0","50","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-20","11.63","0.08","0.0","65","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-21","8.50","0.00","0.0","67",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-22","6.71","0.03","0.0","62",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-23","9.62","0.02","0.0","63",,,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-24","11.86","0.00","0.0","61",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-25","14.99","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-26","11.63","0.00","0.0","78",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-27","16.11","0.02","0.0","57",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-28","7.83","0.06","0.0","52","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-29","9.40","0.00","0.0","67",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-30","8.50","0.00","0.0","65","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-05-31","10.07","0.00","0.0","66",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-01","8.05","0.01","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-02","8.50","0.01","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-03","13.20","0.00","0.0","58",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-04","14.54","0.62","0.0","52","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-05","7.38","0.34","0.0","53","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-06","9.40","0.00","0.0","56",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-07","11.41","0.00","0.0","61",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-08","6.71","0.00","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-09","7.83","0.00","0.0","72",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-10","10.07","0.00","0.0","68",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-11","10.51","0.00","0.0","62",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-12","17.90","0.00","0.0","65",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-13","15.88","0.00","0.0","67",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-14","14.76","0.00","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-15","8.05","0.00","0.0","59","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-16","7.61","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-17","7.61","0.00","0.0","69",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-18","16.33","0.13","0.0","75","    1",,"    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-19","12.75","0.01","0.0","77",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-20","8.05","0.00","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-21","7.61","0.00","0.0","73",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-22","10.29","0.00","0.0","66",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-23","9.40","0.00","0.0","63","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-24","5.82","0.26","0.0","65","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-25","9.17","0.33","0.0","68","    1",,"    1",,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-26","12.30","0.00","0.0","67",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-27","12.75","0.09","0.0","71","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-28","8.28","1.16","0.0","71","    1","    1","    1",,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-29","7.83","0.00","0.0","78","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-06-30","7.61","0.00","0.0","81",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-01","8.05","0.00","0.0","82",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-02","8.50","0.00","0.0","73","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-03","9.40","0.01","0.0","84","    1",,"    1",,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-04","6.26","0.00","0.0","84",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-05","11.63","0.00","0.0","84","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-06","16.55","0.35","0.0","81","    1",,"    1",,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-07","9.84","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-08","9.17","0.00","0.0","71",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-09","11.41","0.00","0.0","77",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-10","9.62","0.00","0.0","81",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-11","10.96","0.19","0.0","74","    1",,"    1",,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-12","9.40","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-13","11.63","0.00","0.0","70",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-14","8.72","0.31","0.0","69","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-15","6.49","0.01","0.0","72","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-16","6.71","0.00","0.0","70","    1","    1",,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-17","11.41","2.68","0.0","77","    1","    1","    1",,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-18","10.29","0.06","0.0","76","    1",,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-19","9.62","0.00","0.0","72",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-20","9.62","0.00","0.0","72",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-21","8.72","0.00","0.0","69",,,,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-22","10.74","0.17","0.0","71","    1","    1",,,,,,
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-23","12.53","0.03","0.0","78","    1",,,,,,"    1",
"USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US","2018-07-24","10.51","0.00","0.0","80",,,,,,,,
